Index,X1,X2,X3,X4,X5,Y
1,-0.362948,-1.320339,2.871917,-2.414415,-0.216239,?
2,0.25717,0.749144,1.935534,0.403116,-0.261486,?
3,0.674156,0.171398,1.49777,-0.324638,0.032498,?
4,-0.341077,0.555523,1.303567,-0.167549,1.121396,?
5,-0.8284,2.110397,1.49737,0.984645,-0.10747,?
6,-0.651267,-0.054885,0.845191,-0.345409,1.497724,?
7,0.08387,0.307371,2.300482,0.751356,0.153433,?
8,1.033904,-0.61162,1.49575,0.375362,1.293392,?
9,-2.340981,1.790014,-0.348976,-0.964003,-1.82235,?
10,0.588749,1.771799,1.668662,1.349325,1.412431,?
11,-1.142837,0.88779,0.297794,1.62964,1.556407,?
12,-1.059277,-0.054357,-0.195206,-1.031751,1.589634,?
13,-0.706954,0.886287,2.387271,0.606556,0.499425,?
14,-2.086867,1.396238,1.159494,-1.488004,0.59263,?
15,2.265139,-0.935291,0.797565,-1.320968,2.73782,?
16,-1.806587,0.37436,-0.482409,0.345701,-1.72481,?
17,0.505116,2.434277,-0.499092,0.193808,0.442737,?
18,-1.360997,0.925551,0.087553,-0.456284,1.172546,?
19,0.224673,1.193823,0.410915,0.982009,1.073841,?
20,-0.050109,0.930265,0.140427,-0.993723,0.787261,?
21,-1.296259,0.45551,-0.208792,1.378564,-1.416453,?
22,0.734047,0.149688,-0.856398,1.645968,0.893563,?
23,0.222277,1.591858,-0.12085,0.777818,0.389273,?
24,-1.492502,0.910501,0.75281,1.375638,2.292529,?
25,-0.234396,0.312678,3.08756,0.689681,0.929636,?
26,0.025913,-2.754618,-0.431257,-0.444014,1.527164,?
27,1.321532,0.485978,-1.60559,0.366599,0.731069,?
28,1.794194,0.065494,-1.422292,0.222089,1.415337,?
29,0.040416,0.695895,1.615455,0.52377,-0.907841,?
30,0.763949,0.218014,-1.60771,-1.124511,0.740698,?
31,-1.141204,1.603127,-0.936269,2.227525,1.344113,?
32,-0.565552,0.205915,2.096662,0.70218,-0.194128,?
33,0.183236,1.070531,-0.147742,0.061054,0.668586,?
34,-1.027793,0.191104,0.146391,1.030889,-1.247546,?
35,-0.881545,-0.880587,1.655626,-1.263261,1.000922,?
36,-0.50563,0.629946,1.376118,-0.079087,-1.026075,?
37,-0.484307,0.060139,1.698237,-0.959752,-0.550531,?
38,-2.340043,0.814186,1.439292,0.172442,0.507958,?
39,-1.319589,-0.01094,-0.346787,-0.051698,1.34441,?
40,-2.81751,-0.073953,0.546189,0.403775,1.591987,?
41,-0.460822,0.184606,-0.871142,-0.06017,1.249753,?
42,0.60546,-2.406866,-1.844453,-0.058657,0.055836,?
43,-0.132857,-2.514744,-0.314935,0.654662,3.536774,?
44,-0.158492,0.02134,-0.686117,-2.10873,0.963236,?
45,0.557756,1.605887,-2.06549,-0.665121,-0.377226,?
46,2.210761,-1.300073,-1.608116,0.187557,1.631087,?
47,-0.593512,0.539357,-1.275843,-0.787789,1.034465,?
48,-1.212744,-0.326355,-0.176702,2.021979,-1.858227,?
49,-1.244332,1.616456,-1.691089,0.071401,2.241598,?
50,-0.343157,0.647979,1.632386,-0.68914,-0.549327,?
51,-0.815567,-0.474686,0.777609,-1.092914,-1.133209,?
52,-0.897925,0.35948,1.188073,0.722738,-0.595804,?
53,-1.380546,-0.101244,-1.282515,0.646232,1.165438,?
54,-0.274411,-0.652369,1.698427,-0.5348,0.817695,?
55,-1.298949,0.109534,1.779056,0.223884,0.282785,?
56,0.876713,0.002636,1.608793,0.515647,-0.937295,?
57,0.028367,-1.115752,1.908227,0.253291,-0.238642,?
58,-0.885028,0.223823,1.630931,-0.042091,-0.473622,?
59,-0.822702,1.604618,1.637047,-0.247629,0.121738,?
60,-3.991871,-0.052756,-1.871726,-0.579836,-2.009426,?
61,0.348726,0.134062,2.260701,-1.834986,0.193797,?
62,-1.588618,-1.252209,-0.473512,1.081005,-1.26158,?
63,-1.189414,2.379523,1.696007,1.6835,0.508553,?
64,-0.277394,1.197023,2.096744,-0.286779,0.713062,?
65,2.173444,0.055667,-0.266731,-1.531558,2.582551,?
66,0.060541,1.111782,1.172961,-0.864231,1.787358,?
67,1.228482,-0.701073,-1.025357,0.949928,1.087502,?
68,-0.859632,1.209882,1.432543,-0.72927,-0.420963,?
69,1.942966,0.214863,1.804601,-0.309359,0.325523,?
70,-0.837886,-0.961747,0.605119,0.040966,2.315811,?
71,-0.051978,0.45185,0.550956,1.278094,0.609113,?
72,-1.280506,0.247816,-1.39667,-0.547588,1.741108,?
73,-1.460062,1.235411,-0.455443,0.365367,-1.889731,?
74,-0.825865,0.228969,1.262738,-2.2663,-0.694299,?
75,0.525501,-1.460003,1.087149,0.492534,1.583479,?
76,-0.171166,0.605236,1.710148,1.409075,0.880642,?
77,-1.281051,-1.126747,-1.860595,0.84606,2.42168,?
78,-0.383493,0.166486,0.15938,0.112362,0.856207,?
79,-2.723795,-2.232608,-1.912774,0.595053,-2.423607,?
80,-2.04333,-0.358983,0.785151,0.204632,-0.401511,?
81,0.191548,-0.354852,3.076331,2.691314,0.738426,?
82,-1.249439,-0.239846,-2.384731,1.747709,1.986828,?
83,0.129165,-0.401165,0.047289,0.016242,0.903426,?
84,-0.086724,-0.825585,2.160525,-0.288001,-0.40293,?
85,-1.089867,0.925062,0.530581,0.059205,1.612121,?
86,-1.819708,0.542975,0.720211,-1.393056,-1.26338,?
87,-1.230698,0.25815,-0.506413,0.127953,1.657627,?
88,0.518353,1.25424,-0.253905,0.728411,0.337199,?
89,-1.150462,0.258342,-0.40401,1.00794,1.002939,?
90,-1.036158,2.092342,-0.311838,-0.674451,1.117147,?
91,0.414822,0.1785,0.733465,-1.729524,-0.185472,?
92,2.303099,2.057408,0.335797,-0.064896,2.968301,?
93,-0.41261,0.397009,1.32963,-0.895486,1.619936,?
94,0.026255,-0.669827,2.054823,0.445412,-0.23439,?
95,1.318522,-1.045692,-0.167266,-0.462089,1.362498,?
96,0.967775,-0.939759,-1.074149,0.301231,0.59594,?
97,0.037114,0.72647,-0.534534,-0.361802,0.690079,?
98,-0.746509,1.761763,2.371307,1.849859,0.152538,?
99,1.167458,-1.465833,-0.124618,1.947799,1.481733,?
100,1.518404,-1.785116,0.671291,0.72165,2.302338,?
101,1.184889,-1.955669,-2.133758,-0.127978,3.47535,?
102,0.244445,2.922491,4.147446,0.52301,0.406747,?
103,0.714682,-1.382265,3.104963,1.792218,-2.030442,?
104,1.368023,-1.599488,3.667593,2.131276,-0.994447,?
105,-0.212506,0.238575,-0.242257,1.878541,2.790925,?
106,-0.912319,-0.500251,-0.696569,1.873071,2.304526,?
107,3.053799,-0.613429,2.332864,0.744193,-1.104594,?
108,1.448996,-1.058077,3.45627,0.195692,-1.307612,?
109,1.365454,-0.82222,0.138978,0.354182,2.406416,?
110,1.394149,4.937367,-1.709519,0.827821,3.407377,?
111,0.877859,1.477328,-0.146252,2.570895,2.558275,?
112,1.342697,0.5158,-0.090338,1.553819,2.041059,?
113,2.041138,-1.08597,2.489315,-0.243765,-0.985743,?
114,0.354034,-0.922226,1.463877,2.180416,-0.907299,?
115,2.408795,2.628067,2.22899,0.428537,-1.722444,?
116,0.508508,3.45136,3.555343,1.641851,-0.13128,?
117,2.176264,4.35236,5.276029,1.074104,2.103321,?
118,-0.694288,3.424652,3.299142,0.300337,-0.379942,?
119,-0.095908,3.540547,3.322662,2.12588,-0.378355,?
120,2.028773,-0.641594,0.723931,1.945,2.154495,?
121,1.428345,0.708673,0.6236,1.111846,2.124188,?
122,1.172739,0.021898,2.799976,3.152445,-1.134482,?
123,0.608186,2.266428,1.317177,0.839045,-2.71052,?
124,0.973775,-1.996502,-0.225496,1.353549,4.224106,?
125,2.209134,-0.76945,2.935307,3.100287,-0.944873,?
126,1.120423,4.22255,-0.960746,0.165518,3.472556,?
127,0.287663,0.672213,-1.433936,1.880479,1.828635,?
128,-0.303592,2.939357,2.746513,0.9221,-1.207701,?
129,2.041946,4.673088,-2.924735,0.162787,3.192191,?
130,0.764272,3.126279,3.281241,0.14856,-0.200113,?
131,0.794623,3.115688,4.825962,1.82661,1.401985,?
132,2.37729,4.508177,0.31778,1.757315,3.858755,?
133,-0.070963,1.590912,-0.643544,2.496275,1.560723,?
134,0.780469,-1.903305,3.596364,1.461335,-1.268634,?
135,1.433508,0.310577,3.947477,2.41315,-0.346982,?
136,1.934948,2.143781,1.735297,-0.689717,-2.3378,?
137,-0.293326,3.377401,3.518512,0.931458,-0.406146,?
138,1.482915,3.452304,3.097599,-0.408504,-0.589067,?
139,-0.042045,-0.08325,-2.424463,1.253584,2.159453,?
140,0.682328,2.632036,4.001517,0.312467,0.071358,?
141,1.899603,3.142412,3.714287,-0.229886,0.206754,?
142,2.087455,1.190523,0.199055,1.412032,2.486917,?
143,0.501869,-0.352315,4.771849,2.364645,-1.00662,?
144,0.506904,2.89122,3.523903,1.887953,-0.533018,?
145,1.307448,1.4822,0.055859,1.828398,-4.324655,?
146,1.999284,3.036426,3.020442,0.962463,-1.201074,?
147,1.163719,-1.387861,3.432178,-0.074275,-0.60895,?
148,-3.429504,-0.668113,4.052206,1.424619,-0.831557,?
149,-0.938756,-1.961579,3.758094,1.176333,-1.674926,?
150,1.513406,-2.03778,-1.378108,1.618867,3.820714,?
151,0.506575,3.092745,2.468227,2.197753,-1.390858,?
152,2.13659,4.122302,-1.222886,0.63474,3.113996,?
153,0.905346,-1.93328,3.129858,1.989477,-1.229592,?
154,0.752693,3.515877,0.297897,-1.368038,3.748548,?
155,0.734348,4.119595,-3.925468,3.065949,1.965386,?
156,1.007157,3.014603,3.924165,1.134227,0.259011,?
157,0.263902,-0.279846,3.199561,0.518438,0.10026,?
158,3.285191,-0.277749,-0.182123,0.347565,3.13827,?
159,0.682701,2.139253,1.738922,2.435292,-2.668221,?
160,1.016583,3.819516,-2.380235,1.371638,2.593006,?
161,-1.353505,2.68576,2.617036,0.738291,-1.250818,?
162,-0.300181,-0.880785,1.903625,0.044824,-0.800963,?
163,2.308991,0.377732,1.340926,1.411965,-0.28933,?
164,2.598629,2.224802,0.825827,0.022601,-3.143852,?
165,1.623247,1.788261,-2.160014,1.648594,1.747202,?
166,-1.162681,3.076366,2.207665,-0.605875,-1.482521,?
167,2.934776,-1.017081,2.69762,-0.064729,-1.124213,?
168,1.282516,3.682022,4.304745,2.722596,0.708089,?
169,1.00406,-0.68872,-0.657923,2.552084,2.867254,?
170,0.859971,-1.803631,-1.617678,-0.357398,3.674661,?
171,0.561986,-1.523423,-0.911904,-2.332556,2.762634,?
172,-0.012196,3.232567,-0.195142,1.603316,3.786743,?
173,1.639523,-0.972843,-0.671215,-0.694865,-1.101695,?
174,0.727136,-1.620578,-0.875281,2.203236,3.84793,?
175,1.496964,0.568786,-1.85088,1.954537,2.192246,?
176,1.478549,1.995323,0.989427,2.799297,-3.147551,?
177,0.787165,2.70637,2.463839,1.547892,-1.470914,?
178,0.860231,3.21003,3.273061,2.242416,-0.394947,?
179,1.983635,2.68911,-1.608244,-1.352251,2.982269,?
180,1.911587,3.349317,2.252187,0.48734,4.184901,?
181,0.096309,2.673365,-1.126379,1.103244,3.021112,?
182,1.060253,0.990176,5.222978,1.569337,0.552322,?
183,-0.079009,2.471806,2.176562,1.261268,-2.031347,?
184,0.25324,3.546517,3.056972,0.779376,-0.490221,?
185,1.751636,1.538861,3.351011,1.155168,0.269289,?
186,0.878858,0.253358,-0.523204,1.477101,1.987675,?
187,0.84656,-0.722583,4.058765,0.694228,-0.896636,?
188,0.178394,3.477135,3.051401,0.43709,-0.50888,?
189,0.696275,4.374711,-1.514462,1.154267,3.349603,?
190,0.980117,2.742951,-1.308336,2.376409,2.686247,?
191,0.092755,-0.112141,-0.510224,0.253273,2.340795,?
192,0.996165,-0.550859,4.688104,0.863038,-0.47857,?
193,0.259038,2.164298,2.221758,0.040045,-1.643159,?
194,0.619725,-0.67492,2.058558,1.815732,-0.596283,?
195,2.53175,-1.164131,2.859301,1.468797,-1.041466,?
196,0.662597,2.447717,-3.110399,1.770591,1.580017,?
197,1.044456,-0.275026,3.882778,-0.722511,-0.201997,?
198,0.586493,3.969911,-0.094108,-0.280996,4.097631,?
199,0.222837,-1.731954,3.16993,0.81254,-1.894653,?
200,1.643372,2.683902,-0.676011,1.927427,3.051704,?
